Statistical profiling result from isolate-0x292e220-v8.log, (177218 ticks, 20473 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    112   37.2%        LazyCompile: *init /home/substack/projects/osm-p2p/node_modules/errno/custom.js:3:15
    112  100.0%          LazyCompile: ~err /home/substack/projects/osm-p2p/node_modules/errno/custom.js:25:22
     64   21.3%        LazyCompile: *Osm2Json.onOpenTag /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:128:41
     64  100.0%          LazyCompile: *openTag /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:777:20
     64  100.0%            LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
      7    2.3%        LazyCompile: *KV.batch /home/substack/projects/osm-p2p/node_modules/hyperkv/index.js:217:31
      7  100.0%          LazyCompile: ~done /home/substack/projects/osm-p2p/node_modules/osm-p2p-db/index.js:209:19
      7  100.0%            LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/osm-p2p-db/index.js:189:22
    278    3.7%    v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    102   36.7%      LazyCompile: *Osm2Json.onOpenTag /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:128:41
    102  100.0%        LazyCompile: *openTag /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:777:20
    102  100.0%          LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
     61   59.8%            LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     18   17.6%            LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     14   13.7%            LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      9    8.8%            LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     90   32.4%      LazyCompile: ~attrib /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:725:19
     89   98.9%        LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
     52   58.4%          LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     52  100.0%            LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
     19   21.3%          LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     19  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     16   18.0%          LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     16  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
      2    2.2%          LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      2  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     38   13.7%      LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/replace_ids.js:22:45
     38  100.0%        LazyCompile: ~map native array.js:996:18
     38  100.0%          LazyCompile: ~replacePlaceholderIds /home/substack/projects/osm-p2p-server/lib/replace_ids.js:12:49
     38  100.0%            LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:20:50
     19    6.8%      LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/obj2osm/index.js:66:18
     19  100.0%        LazyCompile: *Readable.read /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:287:36
     16   84.2%          LazyCompile: *flow /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:722:14
     16  100.0%            LazyCompile: ~resume_ /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:700:17
      3   15.8%          LazyCompile: ~resume_ /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:700:17
      3  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:87:25
     19    6.8%      LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:36:49
     19  100.0%        Handler: removeListener
     19  100.0%          LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:18:26
     19  100.0%            LazyCompile: ~InnerArrayForEach native array.js:946:27
      8    2.9%      LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:36:49
      5   62.5%        Handler: removeListener
      4   80.0%          LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:18:26
      4  100.0%            LazyCompile: ~InnerArrayForEach native array.js:946:27
      1   20.0%          LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:18:26
      1  100.0%            LazyCompile: ~InnerArrayForEach native array.js:946:27
      2   25.0%        LazyCompile: ~forEach native array.js:956:22
      2  100.0%          LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:18:26
      2  100.0%            LazyCompile: ~InnerArrayForEach native array.js:946:27
      1   12.5%        LazyCompile: ~InnerArrayForEach native array.js:946:27
      1  100.0%          LazyCompile: ~forEach native array.js:956:22
      1  100.0%            LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:18:26
    264    3.5%    v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    216   81.8%      LazyCompile: ~attrib /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:725:19
    216  100.0%        LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
     96   44.4%          LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     96  100.0%            LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
     68   31.5%          LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     68  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     40   18.5%          LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     40  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     12    5.6%          LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     12  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     17    6.4%      LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/replace_ids.js:22:45
     17  100.0%        LazyCompile: ~map native array.js:996:18
     17  100.0%          LazyCompile: ~replacePlaceholderIds /home/substack/projects/osm-p2p-server/lib/replace_ids.js:12:49
     17  100.0%            LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:20:50
     15    5.7%      LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:31:32
     15  100.0%        Handler: removeListener
     15  100.0%          LazyCompile: ~onProcessed /home/substack/projects/osm-p2p-server/api/put_changes.js:28:26
     15  100.0%            LazyCompile: ~replacePlaceholderIds /home/substack/projects/osm-p2p-server/lib/replace_ids.js:12:49
      7    2.7%      LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:31:32
      7  100.0%        Handler: removeListener
      7  100.0%          LazyCompile: ~onProcessed /home/substack/projects/osm-p2p-server/api/put_changes.js:28:26
      7  100.0%            LazyCompile: ~replacePlaceholderIds /home/substack/projects/osm-p2p-server/lib/replace_ids.js:12:49
      6    2.3%      LazyCompile: *Osm2Json.processChild /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:168:44
      6  100.0%        LazyCompile: *Osm2Json.onOpenTag /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:128:41
      6  100.0%          LazyCompile: *openTag /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:777:20
      6  100.0%            LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    180    2.4%    v8::internal::Builtin_ObjectAssign(int, v8::internal::Object**, v8::internal::Isolate*)
    179   99.4%      LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/replace_ids.js:22:45
    179  100.0%        LazyCompile: ~map native array.js:996:18
    179  100.0%          LazyCompile: ~replacePlaceholderIds /home/substack/projects/osm-p2p-server/lib/replace_ids.js:12:49
    179  100.0%            LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:20:50

   7282    4.1%  /lib/x86_64-linux-gnu/libc-2.19.so
   4006   55.0%    v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
   3964   99.0%      LazyCompile: *Readable.read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:292:36
   3799   95.8%        LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:600:19
   3799  100.0%          LazyCompile: *emit events.js:136:44
   3799  100.0%            LazyCompile: *onwrite /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_writable.js:332:17
    165    4.2%        LazyCompile: ~flow /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:732:14
    165  100.0%          LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:600:19
    165  100.0%            LazyCompile: *emit events.js:136:44
    651    8.9%    v8::internal::Runtime_StringCompare(int, v8::internal::Object**, v8::internal::Isolate*)
    554   85.1%      LazyCompile: *is /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:314:15
    553   99.8%        LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    279   50.5%          LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
    279  100.0%            LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
    134   24.2%          LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
    134  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     95   17.2%          LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     95  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     45    8.1%          LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     45  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     94   14.4%      LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
     70   74.5%        LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     70  100.0%          LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
     70  100.0%            LazyCompile: *Writable.write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:231:37
     12   12.8%        LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     12  100.0%          LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     12  100.0%            LazyCompile: ~doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
      9    9.6%        LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      9  100.0%          LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
      9  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
      3    3.2%        LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      3  100.0%          LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
      3  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
    603    8.3%    v8::internal::Runtime_CollectStackTrace(int, v8::internal::Object**, v8::internal::Isolate*)
    602   99.8%      LazyCompile: *captureStackTrace native messages.js:671:30
    463   76.9%        LazyCompile: Error native messages.js:622:21
    463  100.0%          LazyCompile: Error native messages.js:622:21
    261   56.4%            LazyCompile: ~err /home/substack/projects/osm-p2p/node_modules/errno/custom.js:25:22
    139   23.1%        LazyCompile: ~err /home/substack/projects/osm-p2p/node_modules/errno/custom.js:25:22
    390    5.4%    LazyCompile: ~convert /home/substack/projects/osm-p2p-server/node_modules/base-convertor/index.js:12:24
    390  100.0%      LazyCompile: *DeferredLevelDOWN._operation /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:30:51
    390  100.0%        LazyCompile: ~DeferredLevelDOWN.(anonymous function) /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:38:51
    390  100.0%          LazyCompile: ~Integer /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:10:21
    385   98.7%            LazyCompile: *LevelUP.get /home/substack/projects/osm-p2p/node_modules/levelup/lib/levelup.js:196:34
    224    3.1%    v8::internal::Runtime_ParseJson(int, v8::internal::Object**, v8::internal::Isolate*)
    224  100.0%      LazyCompile: *parse native json.js:51:19
    222   99.1%        LazyCompile: *exports.decode /home/substack/projects/osm-p2p/node_modules/hyperlog/lib/encode.js:11:27
    209   94.1%          LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:310:43
